fasta_header,hit_num,sseq_length,sseq_accession,sseq_description,bitscore,evalue,matched_residues,alignment_length,percent_identity,qseq_length
14_E-1_MM.ITS1_47,40,713,KY105345,"Scheffersomyces lignosus culture CBS:4705 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence",585.578,4.51E-163,371,396,93.68686869,401
14_E-1_MM.ITS1_47,41,640,KY105349,"Scheffersomyces shehatae culture CBS:2779 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence",577.463,2.34E-160,369,396,93.18181818,401
14_E-1_MM.ITS1_47,42,732,KY102218,"Candida multigemmis culture CBS:6524 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence",574.758,8.16E-160,377,406,92.85714286,401
14_E-1_MM.ITS1_47,43,716,KY104672,"Priceomyces medius culture CBS:5521 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence",568.446,1.21E-157,376,406,92.61083744,401
14_E-1_MM.ITS1_47,44,2933,LC120354,"Scheffersomyces sp. Y206-LUMAAM genes for 18S rRNA, ITS1, 5.8S rRNA, ITS2, 26S rRNA, partial and complete sequence, strain: Y206-LUMAAM",567.544,1.21E-157,370,402,92.039801,401
14_E-1_MM.ITS1_47,45,2933,LC120355,"Scheffersomyces sp. Y718-LUCEAM genes for 18S rRNA, ITS1, 5.8S rRNA, ITS2, 26S rRNA, partial and complete sequence, strain: Y718-LUCEAM",563.036,5.15E-156,369,402,91.79104478,401
14_E-1_MM.ITS1_47,46,1050,KY104644,"Pichia rarassimilans culture CBS:10901 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",560.331,1.80E-155,372,402,92.53731343,401
14_E-1_MM.ITS1_47,47,1034,KY102232,"Candida nonsorbophila culture CBS:10862 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",560.331,1.80E-155,372,402,92.53731343,401
14_E-1_MM.ITS1_47,48,1052,KY101645,"Ambrosiozyma neoplatypodis culture CBS:10900 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",560.331,1.80E-155,372,402,92.53731343,401
14_E-1_MM.ITS1_47,49,1033,KY101638,"Ambrosiozyma kamigamensis culture CBS:10899 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",560.331,1.80E-155,372,402,92.53731343,401
14_E-1_MM.ITS1_47,50,714,KY102001,"[Candida] boleticola culture CBS:10111 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence",559.429,6.27E-155,373,403,92.55583127,401
15_E-0_MM_16S.1492R_56,1,1518,MN209917,"Staphylococcus cohnii strain NP-23 16S ribosomal RNA gene, partial sequence",1906.55,0,1061,1064,99.71804511,1064
15_E-0_MM_16S.1492R_56,2,1494,MK954143,"Staphylococcus sp. strain S32 16S ribosomal RNA gene, partial sequence",1906.55,0,1061,1064,99.71804511,1064
15_E-0_MM_16S.1492R_56,3,1459,MK910106,"Uncultured bacterium clone LHSR1 16S ribosomal RNA gene, partial sequence",1906.55,0,1061,1064,99.71804511,1064
15_E-0_MM_16S.1492R_56,4,1518,MK729025,"Staphylococcus cohnii strain SA01 16S ribosomal RNA gene, partial sequence",1906.55,0,1061,1064,99.71804511,1064
15_E-0_MM_16S.1492R_56,5,1451,MH210886,"Staphylococcus cohnii strain Lac03C 16S ribosomal RNA gene, partial sequence",1906.55,0,1061,1064,99.71804511,1064
15_E-0_MM_16S.1492R_56,6,1460,MH210867,"Staphylococcus cohnii strain Tr05I 16S ribosomal RNA gene, partial sequence",1906.55,0,1061,1064,99.71804511,1064
15_E-0_MM_16S.1492R_56,7,1462,MH210861,"Staphylococcus cohnii strain Tr15B 16S ribosomal RNA gene, partial sequence",1906.55,0,1061,1064,99.71804511,1064
15_E-0_MM_16S.1492R_56,8,1490,MH591774,"Staphylococcus cohnii strain F 16S ribosomal RNA gene, partial sequence",1906.55,0,1061,1064,99.71804511,1064
15_E-0_MM_16S.1492R_56,9,1460,MH518230,"Staphylococcus sp. strain CLC-M8 16S ribosomal RNA gene, partial sequence",1906.55,0,1061,1064,99.71804511,1064
15_E-0_MM_16S.1492R_56,10,1457,MH518202,"Staphylococcus sp. strain CLC-F20 16S ribosomal RNA gene, partial sequence",1906.55,0,1061,1064,99.71804511,1064
15_E-0_MM_16S.1492R_56,11,1459,MH518198,"Staphylococcus sp. strain CLC-F15 16S ribosomal RNA gene, partial sequence",1906.55,0,1061,1064,99.71804511,1064
15_E-0_MM_16S.1492R_56,12,1456,MH518187,"Staphylococcus sp. strain CLC-F2 16S ribosomal RNA gene, partial sequence",1906.55,0,1061,1064,99.71804511,1064
15_E-0_MM_16S.1492R_56,13,2557319,CP027422,"Staphylococcus cohnii strain FDAARGOS_334 chromosome, complete genome",1906.55,0,1061,1064,99.71804511,1064
15_E-0_MM_16S.1492R_56,14,1489,MG280961,"Staphylococcus sp. strain R1WF 16S ribosomal RNA gene, partial sequence",1906.55,0,1061,1064,99.71804511,1064
15_E-0_MM_16S.1492R_56,15,1554,KY609457,"Uncultured bacterium clone MF9GB95 16S ribosomal RNA gene, partial sequence",1906.55,0,1061,1064,99.71804511,1064
15_E-0_MM_16S.1492R_56,16,1463,MF070516,"Staphylococcus sp. strain InS-021-1 16S ribosomal RNA gene, partial sequence",1906.55,0,1061,1064,99.71804511,1064
15_E-0_MM_16S.1492R_56,17,1409,KY312807,"Staphylococcus cohnii strain GT41 16S ribosomal RNA gene, partial sequence",1906.55,0,1061,1064,99.71804511,1064
15_E-0_MM_16S.1492R_56,18,1494,KX250303,"Staphylococcus sp. NIOT-COMAPS 39 16S ribosomal RNA gene, partial sequence",1906.55,0,1061,1064,99.71804511,1064
15_E-0_MM_16S.1492R_56,19,1437,KM877513,"Staphylococcus cohnii strain SE4.2 16S ribosomal RNA gene, partial sequence",1906.55,0,1061,1064,99.71804511,1064
15_E-0_MM_16S.1492R_56,20,1437,KM877512,"Staphylococcus cohnii strain SE4.1 16S ribosomal RNA gene, partial sequence",1906.55,0,1061,1064,99.71804511,1064
15_E-0_MM_16S.1492R_56,21,1459,KM877511,"Staphylococcus cohnii strain SE3.10 16S ribosomal RNA gene, partial sequence",1906.55,0,1061,1064,99.71804511,1064
15_E-0_MM_16S.1492R_56,22,1437,KF186664,"Staphylococcus sp. AS2 16S ribosomal RNA gene, partial sequence",1906.55,0,1061,1064,99.71804511,1064
15_E-0_MM_16S.1492R_56,23,1519,KC484943,"Bacterium CulaeenE9S 16S ribosomal RNA gene, partial sequence",1906.55,0,1061,1064,99.71804511,1064
15_E-0_MM_16S.1492R_56,24,1444,JX501706,"Staphylococcus cohnii strain M1E8 16S ribosomal RNA gene, partial sequence",1906.55,0,1061,1064,99.71804511,1064
15_E-0_MM_16S.1492R_56,25,1452,JN695710,"Staphylococcus sp. KL8(2011) 16S ribosomal RNA gene, partial sequence",1906.55,0,1061,1064,99.71804511,1064
15_E-0_MM_16S.1492R_56,26,1450,JN695701,"Staphylococcus sp. WC4(2011) 16S ribosomal RNA gene, partial sequence",1906.55,0,1061,1064,99.71804511,1064
15_E-0_MM_16S.1492R_56,27,1438,JF799899,"Bacterium CIFRI H-TSB-21-TSA 16S ribosomal RNA gene, partial sequence",1906.55,0,1061,1064,99.71804511,1064
15_E-0_MM_16S.1492R_56,28,1446,JF799876,"Staphylococcus sp. CIFRI D-TSB-5-RS 16S ribosomal RNA gene, partial sequence",1906.55,0,1061,1064,99.71804511,1064
15_E-0_MM_16S.1492R_56,29,1466,HM140412,"Endophytic bacterium MD4 16S ribosomal RNA gene, partial sequence",1906.55,0,1061,1064,99.71804511,1064
15_E-0_MM_16S.1492R_56,30,1428,GQ169065,"Staphylococcus cohnii subsp. urealyticus strain CTDE2 16S ribosomal RNA gene, partial sequence",1906.55,0,1061,1064,99.71804511,1064
15_E-0_MM_16S.1492R_56,31,1488,AM944030,"Staphylococcus sp. R-25657 partial 16S rRNA gene, isolate R-25657",1906.55,0,1061,1064,99.71804511,1064
15_E-0_MM_16S.1492R_56,32,1547,AF467419,"Uncultured Staphylococcus sp. clone Gpanamen9 16S ribosomal RNA gene, partial sequence",1906.55,0,1061,1064,99.71804511,1064
15_E-0_MM_16S.1492R_56,33,1494,NR_037046,"Staphylococcus cohnii subsp. urealyticus strain CK27 16S ribosomal RNA, partial sequence",1906.55,0,1061,1064,99.71804511,1064
15_E-0_MM_16S.1492R_56,34,1445,MH210876,"Staphylococcus cohnii strain Sk09F 16S ribosomal RNA gene, partial sequence",1904.74,0,1060,1063,99.71777987,1064
15_E-0_MM_16S.1492R_56,35,1419,KU550180,"Staphylococcus cohnii strain DRLL14 16S ribosomal RNA gene, partial sequence",1904.74,0,1060,1063,99.71777987,1064
15_E-0_MM_16S.1492R_56,36,1441,JF825988,"Staphylococcus sp. HU9(2011) 16S ribosomal RNA gene, partial sequence",1904.74,0,1060,1063,99.71777987,1064
15_E-0_MM_16S.1492R_56,37,4405,MK015771,"Staphylococcus cohnii strain PL436 16S ribosomal RNA and 23S ribosomal RNA genes, partial sequence",1903.84,0,1060,1064,99.62406015,1064
15_E-0_MM_16S.1492R_56,38,1508,LC437036,"Staphylococcus cohnii subsp. urealyticus YY50 gene for 16S ribosomal RNA, partial sequence",1903.84,0,1060,1064,99.62406015,1064
15_E-0_MM_16S.1492R_56,39,1508,LC437035,"Staphylococcus cohnii subsp. urealyticus YY49 gene for 16S ribosomal RNA, partial sequence",1903.84,0,1060,1064,99.62406015,1064
15_E-0_MM_16S.1492R_56,40,1427,KX289496,"Staphylococcus sp. CSC25 16S ribosomal RNA gene, partial sequence",1902.94,0,1059,1062,99.71751412,1064
15_E-0_MM_16S.1492R_56,41,1520,EU341210,"Uncultured Staphylococcus sp. clone AV_5N-E10 16S ribosomal RNA gene, partial sequence",1902.94,0,1060,1064,99.62406015,1064
15_E-0_MM_16S.1492R_56,42,1469,KT986098,"Staphylococcus cohnii strain Lmb033 16S ribosomal RNA gene, partial sequence",1902.04,0,1060,1064,99.62406015,1064
15_E-0_MM_16S.1492R_56,43,1461,JQ977111,"Staphylococcus sp. Cra26 16S ribosomal RNA gene, partial sequence",1902.04,0,1057,1059,99.81114259,1064
15_E-0_MM_16S.1492R_56,44,1475,KC184156,"Uncultured bacterium clone SV-13 16S ribosomal RNA gene, partial sequence",1902.04,0,1060,1064,99.62406015,1064
15_E-0_MM_16S.1492R_56,45,1524,EU798945,"Staphylococcus sp. JY04 16S ribosomal RNA gene, partial sequence",1902.04,0,1060,1064,99.62406015,1064
15_E-0_MM_16S.1492R_56,46,1450,EU730931,"Staphylococcus cohnii strain 175 16S ribosomal RNA gene, partial sequence",1902.04,0,1060,1064,99.62406015,1064
15_E-0_MM_16S.1492R_56,47,1505,AM696928,"Uncultured bacterium partial 16S rRNA gene, isolate BF0002A113",1902.04,0,1060,1064,99.62406015,1064
15_E-0_MM_16S.1492R_56,48,1429,MF286535,"Staphylococcus nepalensis strain AS12 16S ribosomal RNA gene, partial sequence",1901.14,0,1058,1061,99.71724788,1064
15_E-0_MM_16S.1492R_56,49,1428,FJ514811,"Staphylococcus sp. gy232 16S ribosomal RNA gene, partial sequence",1901.14,0,1058,1061,99.71724788,1064
15_E-0_MM_16S.1492R_56,50,1443,MH393218,"Staphylococcus cohnii strain P5 16S ribosomal RNA gene, partial sequence",1900.23,0,1059,1063,99.62370649,1064
16_E-0_MM.ITS1_48,1,850,KF800579,"Uncultured fungus clone CMH488 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",713.617,0,400,402,99.50248756,412
16_E-0_MM.ITS1_48,2,793,AM901693,"Mucor sp. BF81 ITS region containing 18S rRNA gene, ITS1, 5.8S rRNA gene, ITS2 and 28S rRNA gene",713.617,0,400,402,99.50248756,412
16_E-0_MM.ITS1_48,3,830,FM177657,"Uncultured compost fungus 18S rRNA gene (partial), ITS1, 5.8S rRNA gene, ITS2 and 28S rRNA gene (partial), clone NK009_029",709.109,0,399,402,99.25373134,412
16_E-0_MM.ITS1_48,4,812,AM901804,"Uncultured zygomycete ITS region including 18S rRNA gene, ITS1, 5.8S rRNA gene, ITS2 and 28S rRNA gene, clone BF-OTU2",704.6,0,398,402,99.00497512,412
16_E-0_MM.ITS1_48,5,1463,EU489971,"Uncultured zygomycete clone 4S1_B11 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",673.041,0,391,402,97.26368159,412
16_E-0_MM.ITS1_48,6,1552,EU489964,"Uncultured zygomycete clone 4S1_A11 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",673.041,0,391,402,97.26368159,412
16_E-0_MM.ITS1_48,7,849,KF800346,"Uncultured fungus clone CMH255 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",668.533,0,390,402,97.01492537,412
16_E-0_MM.ITS1_48,8,891,EF060498,"Mucoraceae sp. LM132 18S ribosomal RNA gene, partial sequence",668.533,0,390,402,97.01492537,412
16_E-0_MM.ITS1_48,9,723,AJ246162,"oat root associated fungus 00011 5S rRNA and partial 18S rRNA genes and ITS1 and 2, isolate OOO11",668.533,0,390,402,97.01492537,412
16_E-0_MM.ITS1_48,10,847,KF800459,"Uncultured fungus clone CMH368 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",645.991,0,385,402,95.77114428,412
16_E-0_MM.ITS1_48,11,6510,AJ271061,"Mucor racemosus 18S rRNA gene, 5.8S rRNA gene, 28S rRNA gene, internal transcribed spacer 1 (ITS1) and internal transcribed spacer 2 (ITS2), strain ATCC1216B",641.482,6.89E-180,384,402,95.52238806,412
16_E-0_MM.ITS1_48,12,991,JQ972062,"Mucor fragilis isolate V9D 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",637.875,8.39E-179,382,400,95.5,412
16_E-0_MM.ITS1_48,13,829,FM177682,"Uncultured compost fungus 18S rRNA gene (partial), ITS1, 5.8S rRNA gene, ITS2 and 28S rRNA gene (partial), clone NK012_058",636.974,2.93E-178,383,402,95.27363184,412
16_E-0_MM.ITS1_48,14,754,AY625074,"Mucor racemosus strain NRRL 1428 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",636.974,2.93E-178,383,402,95.27363184,412
16_E-0_MM.ITS1_48,15,927,MH550504,"Mucor sp. strain daef34 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",630.662,1.25E-176,378,396,95.45454545,412
16_E-0_MM.ITS1_48,16,998,JQ972063,"Mucor fragilis isolate LS266 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",628.859,4.35E-176,384,404,95.04950495,412
16_E-0_MM.ITS1_48,17,1093,MH550500,"Mucor sp. strain daef30 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",596.398,2.57E-166,378,402,94.02985075,412
16_E-0_MM.ITS1_48,18,602,MF281334,"Mucor circinelloides strain KL20 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence",564.839,1.52E-156,314,315,99.68253968,412
16_E-0_MM.ITS1_48,19,673,HM641688,"Mucor circinelloides f. circinelloides strain WA00000591 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8 ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",564.839,1.52E-156,314,315,99.68253968,412
16_E-0_MM.ITS1_48,20,673,HM623316,"Rhizomucor variabilis var. regularior strain CBS 384.95 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",564.839,1.52E-156,314,315,99.68253968,412
16_E-0_MM.ITS1_48,21,881,KF367539,"Mucor sp. BRO-2013 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",562.134,5.30E-156,326,336,97.02380952,412
16_E-0_MM.ITS1_48,22,652,KP899435,"Mucoromycotina sp. UNEX FECRGA 2012E331 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",559.429,6.46E-155,311,312,99.67948718,412
16_E-0_MM.ITS1_48,23,594,KX148750,"Mucoraceae sp. NWHC 22747-06-01-02 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence",554.921,7.87E-154,307,307,100,412
16_E-0_MM.ITS1_48,24,663,KY933391,"Mucor circinelloides strain IUET-CFUN1 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",552.215,9.59E-153,307,308,99.67532468,412
16_E-0_MM.ITS1_48,25,627,JQ863245,"Mucor circinelloides f. circinelloides isolate P25701 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence",546.805,4.08E-151,310,315,98.41269841,412
16_E-0_MM.ITS1_48,26,664,MK267681,"Mucor circinelloides isolate E21564_ITS small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",545.904,4.08E-151,307,309,99.35275081,412
16_E-0_MM.ITS1_48,27,661,GQ376118,"Mucor circinelloides strain UOA/HCPF 9964 isolate ISHAM-ITS_ID MITS2076 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",544.1,1.42E-150,306,308,99.35064935,412
16_E-0_MM.ITS1_48,28,641,MG554336,"Mucor circinelloides strain GB-CJ-2-1 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",543.199,4.97E-150,302,303,99.669967,412
16_E-0_MM.ITS1_48,29,663,KY933392,"Mucor circinelloides strain IUET-CFUN2 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",543.199,4.97E-150,305,308,99.02597403,412
