,header,sseq_length,sseq_accession,sseq_description,bitscore,evalue,matched_residues,alignment_length,percent_identity,qseq_length,hit_num
Viki_Iso_3.616F_10,>Viki_Iso_3.616F_10,1395.0,MF424833,"Streptococcus gallolyticus strain CAU1197 16S ribosomal RNA gene, partial sequence",1957.04,0.0,1089.0,1092.0,99.72527472527473,1093.0,21
Viki_Iso_3.616F_10,>Viki_Iso_3.616F_10,1412.0,MF424496,"Streptococcus gallolyticus strain CAU2810 16S ribosomal RNA gene, partial sequence",1957.04,0.0,1089.0,1092.0,99.72527472527473,1093.0,22
Viki_Iso_3.616F_10,>Viki_Iso_3.616F_10,1391.0,MF424107,"Streptococcus gallolyticus strain CAU82 16S ribosomal RNA gene, partial sequence",1957.04,0.0,1089.0,1092.0,99.72527472527473,1093.0,23
Viki_Iso_3.616F_10,>Viki_Iso_3.616F_10,1399.0,MF424090,"Streptococcus gallolyticus strain CAU2431 16S ribosomal RNA gene, partial sequence",1957.04,0.0,1089.0,1092.0,99.72527472527473,1093.0,24
Viki_Iso_3.616F_10,>Viki_Iso_3.616F_10,1415.0,KP009843,"Streptococcus gallolyticus strain VTM4R54 16S ribosomal RNA gene, partial sequence",1956.14,0.0,1087.0,1089.0,99.81634527089072,1093.0,25
Viki_Iso_3.616F_10,>Viki_Iso_3.616F_10,1411.0,KP009838,"Streptococcus gallolyticus strain VTM1R44 16S ribosomal RNA gene, partial sequence",1956.14,0.0,1087.0,1089.0,99.81634527089072,1093.0,26
Viki_Iso_3.616F_10,>Viki_Iso_3.616F_10,1440.0,KP009815,"Streptococcus gallolyticus strain VTM2R45 16S ribosomal RNA gene, partial sequence",1956.14,0.0,1087.0,1089.0,99.81634527089072,1093.0,27
Viki_Iso_3.616F_10,>Viki_Iso_3.616F_10,1391.0,MF354448,"Streptococcus gallolyticus strain CAU:2811 16S ribosomal RNA gene, partial sequence",1955.24,0.0,1088.0,1091.0,99.7250229147571,1093.0,28
Viki_Iso_3.616F_10,>Viki_Iso_3.616F_10,1390.0,MF354447,"Streptococcus gallolyticus strain CAU:2812 16S ribosomal RNA gene, partial sequence",1955.24,0.0,1088.0,1091.0,99.7250229147571,1093.0,29
Viki_Iso_3.616F_10,>Viki_Iso_3.616F_10,1438.0,KP009831,"Streptococcus gallolyticus strain VTM2R39 16S ribosomal RNA gene, partial sequence",1954.33,0.0,1088.0,1090.0,99.81651376146789,1093.0,30
Viki_Iso_3.616F_10,>Viki_Iso_3.616F_10,1442.0,KP009821,"Streptococcus gallolyticus strain VTM3R21 16S ribosomal RNA gene, partial sequence",1954.33,0.0,1088.0,1090.0,99.81651376146789,1093.0,31
Viki_Iso_3.616F_10,>Viki_Iso_3.616F_10,1435.0,KP009820,"Streptococcus gallolyticus strain VTM3R17 16S ribosomal RNA gene, partial sequence",1954.33,0.0,1088.0,1090.0,99.81651376146789,1093.0,32
Viki_Iso_3.616F_10,>Viki_Iso_3.616F_10,1437.0,KP009816,"Streptococcus gallolyticus strain VTM2R47 16S ribosomal RNA gene, partial sequence",1954.33,0.0,1088.0,1090.0,99.81651376146789,1093.0,33
Viki_Iso_3.616F_10,>Viki_Iso_3.616F_10,1441.0,KP009809,"Streptococcus gallolyticus strain VTM1R29 16S ribosomal RNA gene, partial sequence",1954.33,0.0,1088.0,1090.0,99.81651376146789,1093.0,34
Viki_Iso_3.616F_10,>Viki_Iso_3.616F_10,1438.0,KP009807,"Streptococcus gallolyticus strain VTM1R25 16S ribosomal RNA gene, partial sequence",1954.33,0.0,1088.0,1090.0,99.81651376146789,1093.0,35
Viki_Iso_3.616F_10,>Viki_Iso_3.616F_10,1471.0,MH701913,"Streptococcus macedonicus strain HBUAS54123 16S ribosomal RNA gene, partial sequence",1953.43,0.0,1087.0,1090.0,99.72477064220183,1093.0,36
Viki_Iso_3.616F_10,>Viki_Iso_3.616F_10,1456.0,MG550989,"Streptococcus macedonicus strain NWAFU7001 16S ribosomal RNA gene, partial sequence",1953.43,0.0,1087.0,1090.0,99.72477064220183,1093.0,37
Viki_Iso_3.616F_10,>Viki_Iso_3.616F_10,1410.0,MF424837,"Streptococcus gallolyticus strain CAU2263 16S ribosomal RNA gene, partial sequence",1953.43,0.0,1087.0,1090.0,99.72477064220183,1093.0,38
Viki_Iso_3.616F_10,>Viki_Iso_3.616F_10,2052496.0,CP013688,"Streptococcus gallolyticus strain ICDDRB-NRC-S1, complete genome",1953.43,0.0,1087.0,1090.0,99.72477064220183,1093.0,39
Viki_Iso_3.616F_10,>Viki_Iso_3.616F_10,1484.0,LC097080,"Streptococcus macedonicus gene for 16S ribosomal RNA, partial sequence, strain: JCM 11119",1953.43,0.0,1087.0,1090.0,99.72477064220183,1093.0,40
Viki_Iso_3.616F_10,>Viki_Iso_3.616F_10,1476.0,KT982249,"Streptococcus macedonicus strain HYM102 16S ribosomal RNA gene, partial sequence",1953.43,0.0,1087.0,1090.0,99.72477064220183,1093.0,41
Viki_Iso_3.616F_10,>Viki_Iso_3.616F_10,2130034.0,HE613569,Streptococcus macedonicus ACA-DC 198 main chromosome complete genome,1953.43,0.0,1087.0,1090.0,99.72477064220183,1093.0,42
Viki_Iso_3.616F_10,>Viki_Iso_3.616F_10,1541.0,AB563253,"Streptococcus macedonicus gene for 16S rRNA, partial sequence, strain: W48",1953.43,0.0,1087.0,1090.0,99.72477064220183,1093.0,43
Viki_Iso_3.616F_10,>Viki_Iso_3.616F_10,1497.0,EU163501,"Streptococcus macedonicus strain 905 16S ribosomal RNA gene, partial sequence",1953.43,0.0,1087.0,1090.0,99.72477064220183,1093.0,44
Viki_Iso_3.616F_10,>Viki_Iso_3.616F_10,1484.0,AF088900,"Streptococcus waiu 16S ribosomal RNA gene, complete sequence",1953.43,0.0,1087.0,1090.0,99.72477064220183,1093.0,45
Viki_Iso_3.616F_10,>Viki_Iso_3.616F_10,1542.0,NR_037002,"Streptococcus macedonicus strain LAB617 16S ribosomal RNA, partial sequence",1953.43,0.0,1087.0,1090.0,99.72477064220183,1093.0,46
Viki_Iso_3.616F_10,>Viki_Iso_3.616F_10,1443.0,MF893894,"Bacterium strain IMAU11932 16S ribosomal RNA gene, partial sequence",1952.53,0.0,1090.0,1094.0,99.6343692870201,1093.0,47
Viki_Iso_3.616F_10,>Viki_Iso_3.616F_10,1436.0,KP009824,"Streptococcus gallolyticus strain VTM3R26 16S ribosomal RNA gene, partial sequence",1952.53,0.0,1087.0,1089.0,99.81634527089072,1093.0,48
Viki_Iso_3.616F_10,>Viki_Iso_3.616F_10,1453.0,KC699208,"Streptococcus macedonicus strain CNM483_12 16S ribosomal RNA gene, partial sequence",1948.02,0.0,1085.0,1090.0,99.54128440366972,1093.0,49
Viki_Iso_3.616F_10,>Viki_Iso_3.616F_10,1464.0,AF157108,"Uncultured streptococcus R16-B35 16S ribosomal RNA, partial sequence",1945.32,0.0,1084.0,1090.0,99.44954128440368,1093.0,50
18_E-2_YPD_16S.1492R_57,>18_E-2_YPD_16S.1492R_57,1481.0,GQ337016,"Enterococcus asini strain SS1501 16S ribosomal RNA gene, partial sequence",2141.89,0.0,1196.0,1200.0,99.66666666666667,1198.0,1
18_E-2_YPD_16S.1492R_57,>18_E-2_YPD_16S.1492R_57,1483.0,NR_113929,"Enterococcus asini strain NBRC 100681 16S ribosomal RNA, partial sequence",2140.98,0.0,1196.0,1200.0,99.66666666666667,1198.0,2
18_E-2_YPD_16S.1492R_57,>18_E-2_YPD_16S.1492R_57,1487.0,DQ232856,"Uncultured Enterococcus sp. clone F72 16S ribosomal RNA gene, partial sequence",2131.06,0.0,1194.0,1200.0,99.5,1198.0,3
18_E-2_YPD_16S.1492R_57,>18_E-2_YPD_16S.1492R_57,1404.0,MK287632,"Enterococcus asini strain J2 16S ribosomal RNA gene, partial sequence",2122.05,0.0,1181.0,1183.0,99.83093829247676,1198.0,4
18_E-2_YPD_16S.1492R_57,>18_E-2_YPD_16S.1492R_57,1551.0,NR_029337,"Enterococcus asini strain AS2 16S ribosomal RNA, partial sequence",2113.93,0.0,1191.0,1200.0,99.25,1198.0,5
18_E-2_YPD_16S.1492R_57,>18_E-2_YPD_16S.1492R_57,1439.0,NR_135720,"Enterococcus diestrammenae strain ORL-24 16S ribosomal RNA, partial sequence",2104.01,0.0,1188.0,1200.0,99.0,1198.0,6
18_E-2_YPD_16S.1492R_57,>18_E-2_YPD_16S.1492R_57,1438.0,KP273913,"Bacterium FJAT-17797 16S ribosomal RNA gene, partial sequence",2099.51,0.0,1187.0,1200.0,98.91666666666666,1198.0,7
18_E-2_YPD_16S.1492R_57,>18_E-2_YPD_16S.1492R_57,1520.0,LN909502,"Enterococcus diestrammenae partial 16S rRNA gene, strain SN16",2095.9,0.0,1185.0,1200.0,98.75,1198.0,8
18_E-2_YPD_16S.1492R_57,>18_E-2_YPD_16S.1492R_57,3392575.0,LR607359,"Enterococcus faecalis strain 4928STDY7071765 genome assembly, chromosome: 1",2093.19,0.0,1186.0,1201.0,98.7510407993339,1198.0,9
18_E-2_YPD_16S.1492R_57,>18_E-2_YPD_16S.1492R_57,1408.0,LC438528,"Enterococcus sp. 225-4.1 gene for 16S ribosomal RNA, partial sequence",2093.19,0.0,1186.0,1201.0,98.7510407993339,1198.0,10
18_E-2_YPD_16S.1492R_57,>18_E-2_YPD_16S.1492R_57,1437.0,MG911720,"Enterococcus faecium strain WR1 16S ribosomal RNA gene, partial sequence",2093.19,0.0,1185.0,1199.0,98.83236030025022,1198.0,11
18_E-2_YPD_16S.1492R_57,>18_E-2_YPD_16S.1492R_57,1431.0,MH111693,"Enterococcus faecium strain ACD43-5 16S ribosomal RNA gene, partial sequence",2093.19,0.0,1185.0,1199.0,98.83236030025022,1198.0,12
18_E-2_YPD_16S.1492R_57,>18_E-2_YPD_16S.1492R_57,1441.0,MH111692,"Enterococcus faecium strain ACD43-4 16S ribosomal RNA gene, partial sequence",2093.19,0.0,1185.0,1199.0,98.83236030025022,1198.0,13
18_E-2_YPD_16S.1492R_57,>18_E-2_YPD_16S.1492R_57,1433.0,MH111593,"Enterococcus faecium strain HCD26-4 16S ribosomal RNA gene, partial sequence",2093.19,0.0,1185.0,1199.0,98.83236030025022,1198.0,14
18_E-2_YPD_16S.1492R_57,>18_E-2_YPD_16S.1492R_57,1461.0,MF369850,"Enterococcus faecium strain CAU:193 16S ribosomal RNA gene, partial sequence",2093.19,0.0,1185.0,1199.0,98.83236030025022,1198.0,15
18_E-2_YPD_16S.1492R_57,>18_E-2_YPD_16S.1492R_57,1459.0,MF369848,"Enterococcus faecium strain CAU:185 16S ribosomal RNA gene, partial sequence",2093.19,0.0,1185.0,1199.0,98.83236030025022,1198.0,16
18_E-2_YPD_16S.1492R_57,>18_E-2_YPD_16S.1492R_57,1402.0,KP764067,"Enterococcus faecium strain IMAU11491 (DM34-3) 16S ribosomal RNA gene, partial sequence",2093.19,0.0,1185.0,1199.0,98.83236030025022,1198.0,17
18_E-2_YPD_16S.1492R_57,>18_E-2_YPD_16S.1492R_57,1423.0,KM186186,"Enterococcus faecium strain L11 16S ribosomal RNA gene, partial sequence",2093.19,0.0,1185.0,1199.0,98.83236030025022,1198.0,18
18_E-2_YPD_16S.1492R_57,>18_E-2_YPD_16S.1492R_57,1439.0,KJ629296,"Bacterium QHB33 16S ribosomal RNA gene, partial sequence",2093.19,0.0,1185.0,1199.0,98.83236030025022,1198.0,19
18_E-2_YPD_16S.1492R_57,>18_E-2_YPD_16S.1492R_57,1464.0,KJ629294,"Bacterium QHB31 16S ribosomal RNA gene, partial sequence",2093.19,0.0,1185.0,1199.0,98.83236030025022,1198.0,20
18_E-2_YPD_16S.1492R_57,>18_E-2_YPD_16S.1492R_57,1439.0,KJ026652,"Enterococcus faecium strain TW41-4 16S ribosomal RNA gene, partial sequence",2093.19,0.0,1185.0,1199.0,98.83236030025022,1198.0,21
18_E-2_YPD_16S.1492R_57,>18_E-2_YPD_16S.1492R_57,1401.0,KF149620,"Enterococcus faecium strain IMAU94246 16S ribosomal RNA gene, partial sequence",2093.19,0.0,1185.0,1199.0,98.83236030025022,1198.0,22
18_E-2_YPD_16S.1492R_57,>18_E-2_YPD_16S.1492R_57,1375.0,KF149589,"Enterococcus faecium strain IMAU94212 16S ribosomal RNA gene, partial sequence",2093.19,0.0,1185.0,1199.0,98.83236030025022,1198.0,23
18_E-2_YPD_16S.1492R_57,>18_E-2_YPD_16S.1492R_57,1400.0,KF149429,"Enterococcus faecium strain IMAU92035 16S ribosomal RNA gene, partial sequence",2093.19,0.0,1185.0,1199.0,98.83236030025022,1198.0,24
18_E-2_YPD_16S.1492R_57,>18_E-2_YPD_16S.1492R_57,1401.0,KF149256,"Enterococcus faecium strain IMAU32584 16S ribosomal RNA gene, partial sequence",2093.19,0.0,1185.0,1199.0,98.83236030025022,1198.0,25
18_E-2_YPD_16S.1492R_57,>18_E-2_YPD_16S.1492R_57,1416.0,KF149255,"Enterococcus faecium strain IMAU32583 16S ribosomal RNA gene, partial sequence",2093.19,0.0,1185.0,1199.0,98.83236030025022,1198.0,26
18_E-2_YPD_16S.1492R_57,>18_E-2_YPD_16S.1492R_57,1359.0,EU977723,"Enterococcus faecium strain 1P10AnE 16S ribosomal RNA gene, partial sequence",2093.19,0.0,1185.0,1199.0,98.83236030025022,1198.0,27
18_E-2_YPD_16S.1492R_57,>18_E-2_YPD_16S.1492R_57,1392.0,EU977721,"Enterococcus faecium strain 1P10AnC 16S ribosomal RNA gene, partial sequence",2093.19,0.0,1185.0,1199.0,98.83236030025022,1198.0,28
18_E-2_YPD_16S.1492R_57,>18_E-2_YPD_16S.1492R_57,1452.0,KT343156,"Enterococcus casseliflavus strain JFL12 16S ribosomal RNA gene, partial sequence",2092.29,0.0,1184.0,1199.0,98.7489574645538,1198.0,29
18_E-2_YPD_16S.1492R_57,>18_E-2_YPD_16S.1492R_57,1458.0,AB761306,"Enterococcus saccharolyticus gene for 16S ribosomal RNA, partial sequence, strain: qz978",2092.29,0.0,1184.0,1199.0,98.7489574645538,1198.0,30
18_E-2_YPD_16S.1492R_57,>18_E-2_YPD_16S.1492R_57,1434.0,MH111696,"Enterococcus faecium strain ACD44-4 16S ribosomal RNA gene, partial sequence",2091.39,0.0,1184.0,1198.0,98.8313856427379,1198.0,31
18_E-2_YPD_16S.1492R_57,>18_E-2_YPD_16S.1492R_57,1437.0,MH111690,"Enterococcus faecium strain ACD43-2 16S ribosomal RNA gene, partial sequence",2091.39,0.0,1184.0,1198.0,98.8313856427379,1198.0,32
18_E-2_YPD_16S.1492R_57,>18_E-2_YPD_16S.1492R_57,1437.0,MH111637,"Enterococcus faecium strain HCD34-1 16S ribosomal RNA gene, partial sequence",2091.39,0.0,1184.0,1198.0,98.8313856427379,1198.0,33
18_E-2_YPD_16S.1492R_57,>18_E-2_YPD_16S.1492R_57,1431.0,MH111596,"Enterococcus faecium strain HCD27-3 16S ribosomal RNA gene, partial sequence",2091.39,0.0,1184.0,1198.0,98.8313856427379,1198.0,34
18_E-2_YPD_16S.1492R_57,>18_E-2_YPD_16S.1492R_57,1438.0,MH111587,"Enterococcus faecium strain HCD25-4 16S ribosomal RNA gene, partial sequence",2091.39,0.0,1184.0,1198.0,98.8313856427379,1198.0,35
18_E-2_YPD_16S.1492R_57,>18_E-2_YPD_16S.1492R_57,1438.0,MH111584,"Enterococcus faecium strain HCD25-1 16S ribosomal RNA gene, partial sequence",2091.39,0.0,1184.0,1198.0,98.8313856427379,1198.0,36
18_E-2_YPD_16S.1492R_57,>18_E-2_YPD_16S.1492R_57,1437.0,MH111567,"Enterococcus faecium strain HCD21-8 16S ribosomal RNA gene, partial sequence",2091.39,0.0,1184.0,1198.0,98.8313856427379,1198.0,37
18_E-2_YPD_16S.1492R_57,>18_E-2_YPD_16S.1492R_57,1433.0,MH111511,"Enterococcus faecium strain HCD14-3 16S ribosomal RNA gene, partial sequence",2091.39,0.0,1184.0,1198.0,98.8313856427379,1198.0,38
18_E-2_YPD_16S.1492R_57,>18_E-2_YPD_16S.1492R_57,1430.0,MH111504,"Enterococcus faecium strain HCD13-2 16S ribosomal RNA gene, partial sequence",2091.39,0.0,1184.0,1198.0,98.8313856427379,1198.0,39
18_E-2_YPD_16S.1492R_57,>18_E-2_YPD_16S.1492R_57,1418.0,KR265144,"Enterococcus faecium strain SosIB328 16S ribosomal RNA gene, partial sequence",2091.39,0.0,1184.0,1198.0,98.8313856427379,1198.0,40
18_E-2_YPD_16S.1492R_57,>18_E-2_YPD_16S.1492R_57,1471.0,HQ746265,"Uncultured organism clone ELU0020-T93-S-NI_000411 small subunit ribosomal RNA gene, partial sequence",2091.39,0.0,1186.0,1200.0,98.83333333333333,1198.0,41
18_E-2_YPD_16S.1492R_57,>18_E-2_YPD_16S.1492R_57,1468.0,HQ745751,"Uncultured organism clone ELU0019-T101-S-NIPCRAMgANa_000563 small subunit ribosomal RNA gene, partial sequence",2091.39,0.0,1186.0,1200.0,98.83333333333333,1198.0,42
18_E-2_YPD_16S.1492R_57,>18_E-2_YPD_16S.1492R_57,1511.0,NR_144723,"Enterococcus massiliensis strain AM1 16S ribosomal RNA, partial sequence",2090.49,0.0,1185.0,1201.0,98.66777685262281,1198.0,43
18_E-2_YPD_16S.1492R_57,>18_E-2_YPD_16S.1492R_57,1520.0,JX000048,"Uncultured bacterium clone SB-47 16S ribosomal RNA gene, partial sequence",2090.49,0.0,1185.0,1200.0,98.75,1198.0,44
18_E-2_YPD_16S.1492R_57,>18_E-2_YPD_16S.1492R_57,1481.0,GQ337018,"Enterococcus canintestini strain SS1787 16S ribosomal RNA gene, partial sequence",2090.49,0.0,1185.0,1200.0,98.75,1198.0,45
18_E-2_YPD_16S.1492R_57,>18_E-2_YPD_16S.1492R_57,1511.0,NR_042386,"Enterococcus canintestini strain LMG 13590 16S ribosomal RNA, partial sequence",2090.49,0.0,1185.0,1200.0,98.75,1198.0,46
18_E-2_YPD_16S.1492R_57,>18_E-2_YPD_16S.1492R_57,1481.0,AJ576362,"uncultured bacterium partial 16S rRNA gene, clone PeH49",2090.49,0.0,1185.0,1200.0,98.75,1198.0,47
18_E-2_YPD_16S.1492R_57,>18_E-2_YPD_16S.1492R_57,3375521.0,LR607356,"Enterococcus faecalis strain 4928STDY7071766 genome assembly, chromosome: 1",2089.59,0.0,1186.0,1201.0,98.7510407993339,1198.0,48
18_E-2_YPD_16S.1492R_57,>18_E-2_YPD_16S.1492R_57,1474.0,MG557608,"Enterococcus faecium strain PB9 16S ribosomal RNA gene, partial sequence",2088.69,0.0,1185.0,1200.0,98.75,1198.0,49
18_E-2_YPD_16S.1492R_57,>18_E-2_YPD_16S.1492R_57,1443.0,JQ607381,"Bacterium NLAE-zl-P110 16S ribosomal RNA gene, partial sequence",2085.98,0.0,1183.0,1199.0,98.66555462885738,1198.0,50
i21_1_27F_33,>i21_1_27F_33,1493.0,LN613055,"Uncultured rumen bacterium partial 16S rRNA gene, clone P2_5_32",685.665,0.0,391.0,396.0,98.73737373737373,401.0,1
i21_1_27F_33,>i21_1_27F_33,1457.0,LN612870,"Uncultured rumen bacterium partial 16S rRNA gene, clone P2_1_18",685.665,0.0,391.0,396.0,98.73737373737373,401.0,2
i21_1_27F_33,>i21_1_27F_33,1458.0,LN612847,"Uncultured rumen bacterium partial 16S rRNA gene, clone P1_4_19",685.665,0.0,391.0,396.0,98.73737373737373,401.0,3
i21_1_27F_33,>i21_1_27F_33,1492.0,AB239484,"Rumen bacterium R-14 gene for 16S ribosomal RNA, partial sequence",685.665,0.0,391.0,396.0,98.73737373737373,401.0,4
i21_1_27F_33,>i21_1_27F_33,487.0,AY938968,"Uncultured bacterium clone P72OL1D08 16S small subunit ribosomal RNA gene, partial sequence",645.089,0.0,382.0,396.0,96.46464646464646,401.0,5
i21_1_27F_33,>i21_1_27F_33,484.0,AY939294,"Uncultured bacterium clone PO720L2C08 16S small subunit ribosomal RNA gene, partial sequence",638.777,8.14817e-179,382.0,397.0,96.22166246851386,401.0,6
i21_1_27F_33,>i21_1_27F_33,488.0,AY938960,"Uncultured bacterium clone P72OL1F10 16S small subunit ribosomal RNA gene, partial sequence",638.777,8.14817e-179,382.0,397.0,96.22166246851386,401.0,7
i21_1_27F_33,>i21_1_27F_33,488.0,AY938942,"Uncultured bacterium clone P72OL1G04 16S small subunit ribosomal RNA gene, partial sequence",638.777,8.14817e-179,382.0,397.0,96.22166246851386,401.0,8
i21_1_27F_33,>i21_1_27F_33,485.0,AY939180,"Uncultured bacterium clone PO72NL1C09 16S small subunit ribosomal RNA gene, partial sequence",634.269,9.92651e-178,381.0,397.0,95.96977329974811,401.0,9
i21_1_27F_33,>i21_1_27F_33,1456.0,LN612931,"Uncultured rumen bacterium partial 16S rRNA gene, clone P2_4_26",609.923,3.95321e-170,377.0,398.0,94.72361809045226,401.0,10
i21_1_27F_33,>i21_1_27F_33,1456.0,LN612927,"Uncultured rumen bacterium partial 16S rRNA gene, clone P2_4_22",609.923,3.95321e-170,377.0,398.0,94.72361809045226,401.0,11
i21_1_27F_33,>i21_1_27F_33,1472.0,LN612874,"Uncultured rumen bacterium partial 16S rRNA gene, clone P2_1_21",609.923,3.95321e-170,377.0,398.0,94.72361809045226,401.0,12
i21_1_27F_33,>i21_1_27F_33,480.0,JF650636,"Uncultured bacterium clone GDIC2IK01BUCG9 16S ribosomal RNA gene, partial sequence",608.12,1.37981e-169,378.0,399.0,94.73684210526315,401.0,13
i21_1_27F_33,>i21_1_27F_33,1496.0,LN613086,"Uncultured rumen bacterium partial 16S rRNA gene, clone P2_9_01",605.415,4.816e-169,376.0,398.0,94.47236180904522,401.0,14
i21_1_27F_33,>i21_1_27F_33,1456.0,LN612913,"Uncultured rumen bacterium partial 16S rRNA gene, clone P2_3_30",605.415,4.816e-169,376.0,398.0,94.47236180904522,401.0,15
i21_1_27F_33,>i21_1_27F_33,1457.0,LN612905,"Uncultured rumen bacterium partial 16S rRNA gene, clone P2_2_31",605.415,4.816e-169,376.0,398.0,94.47236180904522,401.0,16
i21_1_27F_33,>i21_1_27F_33,1457.0,LN612883,"Uncultured rumen bacterium partial 16S rRNA gene, clone P2_1_30",605.415,4.816e-169,376.0,398.0,94.47236180904522,401.0,17
i21_1_27F_33,>i21_1_27F_33,1456.0,LN612939,"Uncultured rumen bacterium partial 16S rRNA gene, clone P2_5_19",600.906,2.04781e-167,375.0,398.0,94.22110552763819,401.0,18
i21_1_27F_33,>i21_1_27F_33,483.0,AB370906,"Actinobaculum sp. HA1 gene for 16S ribosomal RNA, partial sequence",565.741,4.22459e-157,367.0,398.0,92.21105527638191,401.0,19
i21_1_27F_33,>i21_1_27F_33,499.0,GU497055,"Uncultured bacterium clone F1Q32TO05GJFKL 16S ribosomal RNA gene, partial sequence",556.724,2.18839e-154,370.0,403.0,91.81141439205956,401.0,20
i21_1_27F_33,>i21_1_27F_33,1360.0,HM008736,"Uncultured bacterium clone Camel_AAR_013 16S ribosomal RNA gene, partial sequence",551.314,9.30527e-153,368.0,404.0,91.0891089108911,401.0,21
i21_1_27F_33,>i21_1_27F_33,910.0,KC676079,"Uncultured Actinobaculum sp. clone 5F091 16S ribosomal RNA gene, partial sequence",544.1,1.38103e-150,351.0,380.0,92.36842105263158,401.0,22
i21_1_27F_33,>i21_1_27F_33,1467.0,AB546279,"Myceligenerans xiligouense gene for 16S ribosomal RNA, partial sequence, strain: IR20-RCA104",541.395,1.68243e-149,363.0,400.0,90.75,401.0,23
i21_1_27F_33,>i21_1_27F_33,855.0,KM100375,"Uncultured bacterium clone 1603_R 16S ribosomal RNA gene, partial sequence",540.494,1.68243e-149,365.0,403.0,90.57071960297766,401.0,24
i21_1_27F_33,>i21_1_27F_33,884.0,KC676076,"Uncultured Actinobaculum sp. clone 5F088 16S ribosomal RNA gene, partial sequence",539.592,5.87227e-149,341.0,365.0,93.42465753424658,401.0,25
i21_1_27F_33,>i21_1_27F_33,797.0,LT680024,"Uncultured Actinomycetaceae bacterium partial 16S rRNA gene, isolate 192N_5438",537.789,2.04962e-148,340.0,366.0,92.89617486338798,401.0,26
i21_1_27F_33,>i21_1_27F_33,1394.0,JQ474572,"Uncultured bacterium clone 071063_287 16S ribosomal RNA gene, partial sequence",537.789,2.04962e-148,340.0,366.0,92.89617486338798,401.0,27
i21_1_27F_33,>i21_1_27F_33,840.0,EU910873,"Myceligenerans sp. XJ 11065 16S ribosomal RNA gene, partial sequence",536.887,2.04962e-148,362.0,400.0,90.5,401.0,28
i21_1_27F_33,>i21_1_27F_33,1393.0,NR_104524,"Myceligenerans halotolerans strain XJEEM 11063 16S ribosomal RNA, partial sequence",536.887,2.04962e-148,362.0,400.0,90.5,401.0,29
i21_1_27F_33,>i21_1_27F_33,1398.0,KC012834,"Bacterium BW2SW26 16S ribosomal RNA gene, partial sequence",535.083,7.15389e-148,363.0,401.0,90.52369077306733,401.0,30
i21_1_27F_33,>i21_1_27F_33,1426.0,KY753306,"Myceligenerans salitolerans strain MC-4 16S ribosomal RNA gene, partial sequence",534.182,2.49695e-147,361.0,400.0,90.25,401.0,31
i21_1_27F_33,>i21_1_27F_33,512.0,KT367748,"Uncultured Flaviflexus sp. clone 13-1 16S ribosomal RNA gene, partial sequence",534.182,2.49695e-147,362.0,400.0,90.5,401.0,32
i21_1_27F_33,>i21_1_27F_33,1538.0,KF463140,"Myceligenerans xiligouense strain T812-1 16S ribosomal RNA gene, partial sequence",534.182,2.49695e-147,364.0,402.0,90.54726368159204,401.0,33
i21_1_27F_33,>i21_1_27F_33,1519.0,NR_117158,"Arcanobacterium phocae strain DSM 10002 16S ribosomal RNA, partial sequence",534.182,2.49695e-147,362.0,399.0,90.72681704260651,401.0,34
i21_1_27F_33,>i21_1_27F_33,448.0,GU407447,"Actinobaculum sp. oral taxon 183 clone IL010 16S ribosomal RNA gene, partial sequence",534.182,2.49695e-147,338.0,365.0,92.6027397260274,401.0,35
i21_1_27F_33,>i21_1_27F_33,600.0,EU135635,"Myceligenerans sp. YIM C395 16S ribosomal RNA gene, partial sequence",534.182,2.49695e-147,364.0,402.0,90.54726368159204,401.0,36
i21_1_27F_33,>i21_1_27F_33,1538.0,NR_029100,"Myceligenerans xiligouense strain XLG9A10.2 16S ribosomal RNA, partial sequence",534.182,2.49695e-147,364.0,402.0,90.54726368159204,401.0,37
i21_1_27F_33,>i21_1_27F_33,756.0,LT696842,"Uncultured Actinomycetaceae bacterium partial 16S rRNA gene, isolate 257N_22260",533.28,2.49695e-147,339.0,366.0,92.62295081967213,401.0,38
i21_1_27F_33,>i21_1_27F_33,755.0,LT688467,"Uncultured Actinomycetaceae bacterium partial 16S rRNA gene, isolate 18T_13882",533.28,2.49695e-147,339.0,366.0,92.62295081967213,401.0,39
i21_1_27F_33,>i21_1_27F_33,755.0,LT680054,"Uncultured Actinomycetaceae bacterium partial 16S rRNA gene, isolate 192N_5468",533.28,2.49695e-147,339.0,366.0,92.62295081967213,401.0,40
